ИНН,Выручка2023,Выручка2022,Себестоимость продаж2023,Себестоимость продаж2022,Валовая прибыль (убыток)2023,Валовая прибыль (убыток)2022,Коммерческие расходы2023,Коммерческие расходы2022,Управленческие расходы2023,Управленческие расходы2022,Прибыль (убыток) от продаж2023,Прибыль (убыток) от продаж2022,Доходы от участия в других организациях2023,Доходы от участия в других организациях2022,Проценты к получению2023,Проценты к получению2022,Проценты к уплате2023,Проценты к уплате2022,Прочие доходы2023,Прочие доходы2022,Прочие расходы2023,Прочие расходы2022,Прибыль (убыток) до налогообложения2023,Прибыль (убыток) до налогообложения2022,Налог на прибыль2023,Налог на прибыль2022,в т.ч. текущий налог на прибыль2023,в т.ч. текущий налог на прибыль2022,Отложенный налог на прибыль2023,Отложенный налог на прибыль2022,в т.ч. постоянные налоговые обязательства2023,в т.ч. постоянные налоговые обязательства2022,Изменение отложенных налоговых обязательств2023,Изменение отложенных налоговых обязательств2022,Изменение отложенных налоговых активов2023,Изменение отложенных налоговых активов2022,Прочее2023,Прочее2022,Чистая прибыль (убыток)2023,Чистая прибыль (убыток)2022,"Результат от переоценки внеоборотных активов, не включаемый в чистую прибыль (убыток) периода2023","Результат от переоценки внеоборотных активов, не включаемый в чистую прибыль (убыток) периода2022","Результат от прочих операций, не включаемый в чистую прибыль (убыток) периода2023","Результат от прочих операций, не включаемый в чистую прибыль (убыток) периода2022","Налог на прибыль от операций, результат которых не включается в чистую прибыль (убыток) периода2023","Налог на прибыль от операций, результат которых не включается в чистую прибыль (убыток) периода2022",Совокупный финансовый результат периода2023,Совокупный финансовый результат периода2022,Справочно Базовая прибыль (убыток) на акцию2023,Справочно Базовая прибыль (убыток) на акцию2022,Разводненная прибыль (убыток) на акцию2023,Разводненная прибыль (убыток) на акцию2022,Баланс2023,Баланс2022,Расходы по обычной деятельности2023,Расходы по обычной деятельности2022,Налоги на прибыль (доходы)2023,Налоги на прибыль (доходы)2022,Balance_test,FinRes_test,Revenue_test,судебные дела,в качестве истца,в качестве ответчика,текущие производства,завершенные производства,совладельцы,число тендеров
7701033078,737165,253134,-545335,-152882,191830,100252,,,-113253,-67507,78577,32745,0,10000,1225,1007,-45798,-19716,8108,14581,-34368,-36694,7744,1923,-2114,-551,-2595,,482,-551,,,,,,,,,5630,1372,,,,,,,5630,1372,,,,,603801,520612,,,,,1.0,1.0,1.0,18.0,3.0,6.0,6.0,17.0,2.0,0.0
7713056834,737165,253134,-545335,-152882,191830,100252,,,-113253,-67507,78577,32745,0,10000,1225,1007,-45798,-19716,8108,14581,-34368,-36694,7744,1923,-2114,-551,-2595,,482,-551,,,,,,,,,5630,1372,,,,,,,5630,1372,,,,,603801,520612,,,,,1.0,1.0,1.0,75744.0,29665.0,41212.0,247.0,77907.0,5.0,4133.0
7714011709,737165,253134,-545335,-152882,191830,100252,,,-113253,-67507,78577,32745,0,10000,1225,1007,-45798,-19716,8108,14581,-34368,-36694,7744,1923,-2114,-551,-2595,,482,-551,,,,,,,,,5630,1372,,,,,,,5630,1372,,,,,603801,520612,,,,,1.0,1.0,1.0,17.0,7.0,2.0,0.0,70.0,0.0,0.0
7714007734,737165,253134,-545335,-152882,191830,100252,,,-113253,-67507,78577,32745,0,10000,1225,1007,-45798,-19716,8108,14581,-34368,-36694,7744,1923,-2114,-551,-2595,,482,-551,,,,,,,,,5630,1372,,,,,,,5630,1372,,,,,603801,520612,,,,,1.0,1.0,1.0,16.0,12.0,2.0,0.0,23.0,0.0,2.0
7813067004,737165,253134,-545335,-152882,191830,100252,,,-113253,-67507,78577,32745,0,10000,1225,1007,-45798,-19716,8108,14581,-34368,-36694,7744,1923,-2114,-551,-2595,,482,-551,,,,,,,,,5630,1372,,,,,,,5630,1372,,,,,603801,520612,,,,,1.0,1.0,1.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0
7729593376,246586,2217453,-348665,-806615,-102079,1410838,,,-80249,-1097345,-182328,313493,503661,599493,6511,15586,-206812,-285994,2588970,301870,-5492147,-1750922,-2782145,-806474,657985,29592,,,657985,29592,,,,,,,,,-2124160,-776882,,,,,,,-2124160,-776882,,,,,4698360,6960005,,,,,1.0,0.0,0.0,79.0,12.0,36.0,1.0,20.0,3.0,2.0
7705918106,246586,2217453,-348665,-806615,-102079,1410838,,,-80249,-1097345,-182328,313493,503661,599493,6511,15586,-206812,-285994,2588970,301870,-5492147,-1750922,-2782145,-806474,657985,29592,,,657985,29592,,,,,,,,,-2124160,-776882,,,,,,,-2124160,-776882,,,,,4698360,6960005,,,,,1.0,0.0,0.0,42.0,22.0,10.0,0.0,3.0,0.0,2.0
7703466327,24252,48735,,,,,,,,,,,,,,,-300,-65787,1185692,62031,-1153507,-12856,,,,,,,,,,,,,,,,,3759,2714,,,,,,,,,,,,,538073,1195028,-52177,-28961,-201,-448,1.0,,0.0,14.0,0.0,8.0,0.0,9.0,3.0,0.0
7710288918,24252,48735,,,,,,,,,,,,,,,-300,-65787,1185692,62031,-1153507,-12856,,,,,,,,,,,,,,,,,3759,2714,,,,,,,,,,,,,538073,1195028,-52177,-28961,-201,-448,1.0,,0.0,62.0,22.0,8.0,0.0,3.0,1.0,0.0
7704835400,24252,48735,,,,,,,,,,,,,,,-300,-65787,1185692,62031,-1153507,-12856,,,,,,,,,,,,,,,,,3759,2714,,,,,,,,,,,,,538073,1195028,-52177,-28961,-201,-448,1.0,,0.0,9.0,0.0,4.0,4.0,6.0,1.0,1.0
5404404583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23440,0,,,,,1.0,,,42.0,5.0,28.0,7.0,63.0,5.0,0.0
3328409738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23440,0,,,,,1.0,,,1528.0,382.0,1082.0,2.0,1155.0,2.0,1.0
7726486023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23440,0,,,,,1.0,,,21.0,9.0,6.0,2.0,43.0,1.0,1.0
7702172846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23440,0,,,,,1.0,,,32.0,6.0,10.0,0.0,0.0,0.0,1.0
5612065074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23440,0,,,,,1.0,,,30.0,4.0,17.0,1.0,4.0,2.0,0.0
7723627413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23440,0,,,,,1.0,,,13.0,3.0,3.0,0.0,1.0,15.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23440,0,,,,,1.0,,,,,,,,,
7825489723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23440,0,,,,,1.0,,,21.0,7.0,8.0,0.0,1.0,0.0,6.0
7706150949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23440,0,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7704221591,15812334,10022160,-1931403,-1360640,13880931,8661520,,,-2838962,-2194208,11041969,6467312,,,728208,936310,-6116439,-2229715,1393917,2868054,-2754200,-4850145,4293455,3191816,-1201207,-749954,-482578,-81224,-718629,-668730,,,,,,,,,3092248,2441862,,,,,,,3092248,2441862,,,,,188743181,150287606,,,,,1.0,1.0,1.0,12259.0,8467.0,987.0,5.0,1737.0,0.0,40.0
7750003943,15812334,10022160,-1931403,-1360640,13880931,8661520,,,-2838962,-2194208,11041969,6467312,,,728208,936310,-6116439,-2229715,1393917,2868054,-2754200,-4850145,4293455,3191816,-1201207,-749954,-482578,-81224,-718629,-668730,,,,,,,,,3092248,2441862,,,,,,,3092248,2441862,,,,,188743181,150287606,,,,,1.0,1.0,1.0,2664.0,352.0,1477.0,58.0,926.0,5.0,9.0
77012256405,15812334,10022160,-1931403,-1360640,13880931,8661520,,,-2838962,-2194208,11041969,6467312,,,728208,936310,-6116439,-2229715,1393917,2868054,-2754200,-4850145,4293455,3191816,-1201207,-749954,-482578,-81224,-718629,-668730,,,,,,,,,3092248,2441862,,,,,,,3092248,2441862,,,,,188743181,150287606,,,,,1.0,1.0,1.0,,,,,,,
7447165728,633798,470842,-545073,-428453,88725,42389,-6886,-2074,-36169,-13935,45670,26380,,,475,7,-16873,-7638,41823,49650,-53728,-63938,16939,4461,-3330,-1172,,,,,,,,,,,-1541,,12068,3289,,,,,,,12068,3289,,,,,386446,229294,,,,,1.0,1.0,1.0,7.0,3.0,3.0,0.0,15.0,1.0,46.0
7705784734,633798,470842,-545073,-428453,88725,42389,-6886,-2074,-36169,-13935,45670,26380,,,475,7,-16873,-7638,41823,49650,-53728,-63938,16939,4461,-3330,-1172,,,,,,,,,,,-1541,,12068,3289,,,,,,,12068,3289,,,,,386446,229294,,,,,1.0,1.0,1.0,9.0,3.0,2.0,1.0,132.0,1.0,1.0
9703077050,633798,470842,-545073,-428453,88725,42389,-6886,-2074,-36169,-13935,45670,26380,,,475,7,-16873,-7638,41823,49650,-53728,-63938,16939,4461,-3330,-1172,,,,,,,,,,,-1541,,12068,3289,,,,,,,12068,3289,,,,,386446,229294,,,,,1.0,1.0,1.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0
7421000200,633798,470842,-545073,-428453,88725,42389,-6886,-2074,-36169,-13935,45670,26380,,,475,7,-16873,-7638,41823,49650,-53728,-63938,16939,4461,-3330,-1172,,,,,,,,,,,-1541,,12068,3289,,,,,,,12068,3289,,,,,386446,229294,,,,,1.0,1.0,1.0,785.0,201.0,99.0,0.0,44.0,2.0,36.0
7446031217,1131741,1226312,-740432,-781325,391309,444987,-224980,-189840,-103761,-87981,62568,167166,,,3995,411,-50944,-37192,75949,14800,-41555,-35821,50013,109364,-8952,-24965,-7294,-9970,-1658,-14995,,,,,,,10,-4396,41061,80003,,,,,,,41061,80003,,,,,1134015,701042,,,,,1.0,1.0,1.0,41.0,17.0,20.0,0.0,67.0,3.0,33.0
7730176955,770458,747138,-272586,-232364,497872,514774,,,-245986,-197841,251886,316933,,,59584,37827,-47305,-56069,39150,7911,-78366,-42202,224949,264400,-49881,-56858,-52939,-58689,3058,1832,,,,,,,,,175068,207542,,,,,,,175068,207542,,,,,1240522,1114706,,,,,1.0,1.0,1.0,34.0,10.0,21.0,0.0,46.0,10.0,0.0
3528000597,770458,747138,-272586,-232364,497872,514774,,,-245986,-197841,251886,316933,,,59584,37827,-47305,-56069,39150,7911,-78366,-42202,224949,264400,-49881,-56858,-52939,-58689,3058,1832,,,,,,,,,175068,207542,,,,,,,175068,207542,,,,,1240522,1114706,,,,,1.0,1.0,1.0,5828.0,2612.0,2949.0,0.0,557.0,50.0,50.0
4207046506,770458,747138,-272586,-232364,497872,514774,,,-245986,-197841,251886,316933,,,59584,37827,-47305,-56069,39150,7911,-78366,-42202,224949,264400,-49881,-56858,-52939,-58689,3058,1832,,,,,,,,,175068,207542,,,,,,,175068,207542,,,,,1240522,1114706,,,,,1.0,1.0,1.0,39.0,17.0,18.0,0.0,33.0,4.0,1.0
6167076880,16190,16492,-47,-328,16143,16164,,,-14364,-11328,1779,4836,0,2893000,413936,28933,-435930,0,1646,503112,-57898,-412760,-76467,3017121,10,-3372,0,-3372,,,,,,,,,-1,-7,-76468,3013742,,,,,,,-76468,3013742,,,,,50018620,4179140,,,,,1.0,1.0,1.0,4.0,2.0,1.0,0.0,4.0,19.0,1.0
6167055777,78246920,100249696,-65324440,-83488949,12922480,16760747,-6754970,-9351675,-1089473,-1038012,5078037,6371060,,,1359898,587891,-2287147,-1185415,3843597,19027552,-2794822,-20819401,5199563,3981687,-1050183,-553622,-1261594,-616994,211411,63372,,,,,,,-242100,52,3907280,3428117,,,,,,,3907280,3428117,,,,,80207308,47793619,,,,,1.0,1.0,1.0,183.0,118.0,56.0,0.0,42.0,0.0,5.0
7714056040,78246920,100249696,-65324440,-83488949,12922480,16760747,-6754970,-9351675,-1089473,-1038012,5078037,6371060,,,1359898,587891,-2287147,-1185415,3843597,19027552,-2794822,-20819401,5199563,3981687,-1050183,-553622,-1261594,-616994,211411,63372,,,,,,,-242100,52,3907280,3428117,,,,,,,3907280,3428117,,,,,80207308,47793619,,,,,1.0,1.0,1.0,1083.0,437.0,174.0,2.0,148.0,1.0,1.0
7841422483,8854099,3034419,-6569970,-2710488,2284129,323931,-568527,-111962,-221989,-165402,1493613,46567,,,43263,67080,-391756,-107690,1668014,443118,-2104775,-419881,708359,29194,-141672,-5839,-176101,-6703,34429,864,,,,,,,-1820,,564867,23355,,,,,,,564867,23355,,,,,5164015,3135259,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1650072068,8854099,3034419,-6569970,-2710488,2284129,323931,-568527,-111962,-221989,-165402,1493613,46567,,,43263,67080,-391756,-107690,1668014,443118,-2104775,-419881,708359,29194,-141672,-5839,-176101,-6703,34429,864,,,,,,,-1820,,564867,23355,,,,,,,564867,23355,,,,,5164015,3135259,,,,,1.0,1.0,1.0,371.0,123.0,62.0,1.0,70.0,1.0,2.0
9725000621,8854099,3034419,-6569970,-2710488,2284129,323931,-568527,-111962,-221989,-165402,1493613,46567,,,43263,67080,-391756,-107690,1668014,443118,-2104775,-419881,708359,29194,-141672,-5839,-176101,-6703,34429,864,,,,,,,-1820,,564867,23355,,,,,,,564867,23355,,,,,5164015,3135259,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3232005484,8854099,3034419,-6569970,-2710488,2284129,323931,-568527,-111962,-221989,-165402,1493613,46567,,,43263,67080,-391756,-107690,1668014,443118,-2104775,-419881,708359,29194,-141672,-5839,-176101,-6703,34429,864,,,,,,,-1820,,564867,23355,,,,,,,564867,23355,,,,,5164015,3135259,,,,,1.0,1.0,1.0,2167.0,1400.0,257.0,43.0,9141.0,3.0,1.0
5404154492,8854099,3034419,-6569970,-2710488,2284129,323931,-568527,-111962,-221989,-165402,1493613,46567,,,43263,67080,-391756,-107690,1668014,443118,-2104775,-419881,708359,29194,-141672,-5839,-176101,-6703,34429,864,,,,,,,-1820,,564867,23355,,,,,,,564867,23355,,,,,5164015,3135259,,,,,1.0,1.0,1.0,1577.0,568.0,178.0,1.0,281.0,7.0,113.0
1435138944,8854099,3034419,-6569970,-2710488,2284129,323931,-568527,-111962,-221989,-165402,1493613,46567,,,43263,67080,-391756,-107690,1668014,443118,-2104775,-419881,708359,29194,-141672,-5839,-176101,-6703,34429,864,,,,,,,-1820,,564867,23355,,,,,,,564867,23355,,,,,5164015,3135259,,,,,1.0,1.0,1.0,456.0,181.0,69.0,4.0,179.0,8.0,48.0
4012004991,8854099,3034419,-6569970,-2710488,2284129,323931,-568527,-111962,-221989,-165402,1493613,46567,,,43263,67080,-391756,-107690,1668014,443118,-2104775,-419881,708359,29194,-141672,-5839,-176101,-6703,34429,864,,,,,,,-1820,,564867,23355,,,,,,,564867,23355,,,,,5164015,3135259,,,,,1.0,1.0,1.0,67.0,11.0,30.0,2.0,57.0,23.0,3.0
7744002123,8854099,3034419,-6569970,-2710488,2284129,323931,-568527,-111962,-221989,-165402,1493613,46567,,,43263,67080,-391756,-107690,1668014,443118,-2104775,-419881,708359,29194,-141672,-5839,-176101,-6703,34429,864,,,,,,,-1820,,564867,23355,,,,,,,564867,23355,,,,,5164015,3135259,,,,,1.0,1.0,1.0,195.0,50.0,99.0,45.0,2988.0,0.0,4.0
2539013067,8854099,3034419,-6569970,-2710488,2284129,323931,-568527,-111962,-221989,-165402,1493613,46567,,,43263,67080,-391756,-107690,1668014,443118,-2104775,-419881,708359,29194,-141672,-5839,-176101,-6703,34429,864,,,,,,,-1820,,564867,23355,,,,,,,564867,23355,,,,,5164015,3135259,,,,,1.0,1.0,1.0,1021.0,294.0,147.0,6.0,170.0,0.0,24.0
7453326003,195398,315667,-150701,-28001,44697,287666,-34488,-71294,-100381,-67262,-90172,149110,750000,,282652,104547,-546744,-249524,376298,500326,-436736,-316057,335298,188402,46264,-50776,0,-50376,46264,-400,,,,,,,10,-250,381562,137376,,,,,,,381562,137376,,,,,10330347,4811030,,,,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
7743001840,66029900,48436604,-61962196,-37086274,4067704,11350330,-5679168,-5462891,-16637706,-12836350,-18249170,-6948911,,,2792504,813325,-6609800,-4509243,5002754,21513793,-10644956,-17059080,-27708668,-6190116,,,,,,,,,,,,,-2142,-2053460,-27710810,-8243576,,,,,,,-27710810,-8243576,,,,,364976100,308411686,,,,,1.0,1.0,1.0,297.0,30.0,45.0,0.0,17.0,14.0,9.0
4346013603,66029900,48436604,-61962196,-37086274,4067704,11350330,-5679168,-5462891,-16637706,-12836350,-18249170,-6948911,,,2792504,813325,-6609800,-4509243,5002754,21513793,-10644956,-17059080,-27708668,-6190116,,,,,,,,,,,,,-2142,-2053460,-27710810,-8243576,,,,,,,-27710810,-8243576,,,,,364976100,308411686,,,,,1.0,1.0,1.0,761.0,151.0,108.0,0.0,35.0,0.0,26.0
9703145944,66029900,48436604,-61962196,-37086274,4067704,11350330,-5679168,-5462891,-16637706,-12836350,-18249170,-6948911,,,2792504,813325,-6609800,-4509243,5002754,21513793,-10644956,-17059080,-27708668,-6190116,,,,,,,,,,,,,-2142,-2053460,-27710810,-8243576,,,,,,,-27710810,-8243576,,,,,364976100,308411686,,,,,1.0,1.0,1.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0
5032292806,440790,442648,-200950,-220376,239840,222272,,,-215583,-188781,24257,33491,,,418,1261,-10671,-9909,28124,21770,-30080,-27913,12048,18700,-2496,-3951,-4593,-2680,2097,-1272,,,,,,,10,-1,9552,14748,,,,,,,9552,14748,,,,,336464,187273,,,,,1.0,1.0,1.0,7.0,4.0,2.0,2.0,18.0,1.0,0.0
7705380065,440790,442648,-200950,-220376,239840,222272,,,-215583,-188781,24257,33491,,,418,1261,-10671,-9909,28124,21770,-30080,-27913,12048,18700,-2496,-3951,-4593,-2680,2097,-1272,,,,,,,10,-1,9552,14748,,,,,,,9552,14748,,,,,336464,187273,,,,,1.0,1.0,1.0,91.0,6.0,9.0,0.0,4.0,2.0,6.0
7453002182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,256,,,,,1.0,,,517.0,150.0,70.0,0.0,58.0,2.0,28.0
7707083893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,256,,,,,1.0,,,136079.0,77635.0,15804.0,245.0,21246.0,30.0,5655.0
7722266450,3168426,1453325,-125974,-121735,3042452,1331590,,,-2157050,-761100,885402,570490,,,2042082,2625054,-3183500,-3573731,273218,234872,-16691,-7201,511,-150516,-539,29839,-491,,-47,29839,,,,,,,,,-28,-120677,,,,,,,-28,-120677,,,,,76993647,76331605,,,,,1.0,1.0,1.0,31.0,0.0,17.0,0.0,6.0,5.0,0.0
3906098008,3168426,1453325,-125974,-121735,3042452,1331590,,,-2157050,-761100,885402,570490,,,2042082,2625054,-3183500,-3573731,273218,234872,-16691,-7201,511,-150516,-539,29839,-491,,-47,29839,,,,,,,,,-28,-120677,,,,,,,-28,-120677,,,,,76993647,76331605,,,,,1.0,1.0,1.0,215.0,44.0,54.0,0.0,20.0,1.0,9.0
7826685368,3168426,1453325,-125974,-121735,3042452,1331590,,,-2157050,-761100,885402,570490,,,2042082,2625054,-3183500,-3573731,273218,234872,-16691,-7201,511,-150516,-539,29839,-491,,-47,29839,,,,,,,,,-28,-120677,,,,,,,-28,-120677,,,,,76993647,76331605,,,,,1.0,1.0,1.0,25.0,6.0,13.0,0.0,0.0,3.0,0.0
274045684,3168426,1453325,-125974,-121735,3042452,1331590,,,-2157050,-761100,885402,570490,,,2042082,2625054,-3183500,-3573731,273218,234872,-16691,-7201,511,-150516,-539,29839,-491,,-47,29839,,,,,,,,,-28,-120677,,,,,,,-28,-120677,,,,,76993647,76331605,,,,,1.0,1.0,1.0,93.0,30.0,19.0,0.0,146.0,6.0,2.0
7725594308,3168426,1453325,-125974,-121735,3042452,1331590,,,-2157050,-761100,885402,570490,,,2042082,2625054,-3183500,-3573731,273218,234872,-16691,-7201,511,-150516,-539,29839,-491,,-47,29839,,,,,,,,,-28,-120677,,,,,,,-28,-120677,,,,,76993647,76331605,,,,,1.0,1.0,1.0,175.0,12.0,15.0,1.0,121.0,1.0,392.0
7706810747,3168426,1453325,-125974,-121735,3042452,1331590,,,-2157050,-761100,885402,570490,,,2042082,2625054,-3183500,-3573731,273218,234872,-16691,-7201,511,-150516,-539,29839,-491,,-47,29839,,,,,,,,,-28,-120677,,,,,,,-28,-120677,,,,,76993647,76331605,,,,,1.0,1.0,1.0,8136.0,7652.0,268.0,29.0,1247.0,0.0,143.0
7701350084,76616171,73124201,-47202772,-33340957,29413399,39783244,-343833,-257985,-4201424,-4070761,24868142,35454498,2358595,2300604,2277653,2537958,-367445,-182576,38681253,53544988,-44477449,-77304997,23340749,16350475,-1288601,1013944,-988925,-56418,-299676,1070361,,,,,,,-3609660,-2238779,18442488,15125640,,,,,,,18442488,15125640,,,,,263972946,214481328,,,,,1.0,1.0,1.0,26.0,15.0,9.0,0.0,22.0,16.0,38.0
7841019595,1468629,1218828,-493725,-483212,974904,735616,0,-432,-653285,-555039,321619,180145,,,8557,2709,-209758,-92527,386,3012,-34027,-31333,86777,62006,-17548,-9567,-682,-12166,-16866,2599,,,,,,,-3287,37,65942,52476,,,,,,,65942,52476,,,,,2010067,913950,,,,,1.0,1.0,1.0,82.0,25.0,25.0,14.0,328.0,1.0,2.0
7728306068,1468629,1218828,-493725,-483212,974904,735616,0,-432,-653285,-555039,321619,180145,,,8557,2709,-209758,-92527,386,3012,-34027,-31333,86777,62006,-17548,-9567,-682,-12166,-16866,2599,,,,,,,-3287,37,65942,52476,,,,,,,65942,52476,,,,,2010067,913950,,,,,1.0,1.0,1.0,409.0,377.0,13.0,1.0,94.0,1.0,0.0
6732058497,34335920,20626145,-32914509,-19670909,1421411,955236,-321459,-221847,,,1099952,733389,,,1452,1208,-166804,-147737,96042,25363,-221228,-310062,809414,302161,-162561,-59798,-163356,-60986,795,1188,,,,,,,,,646853,242363,,,,,,,646853,242363,,,,,3948413,3184847,,,,,1.0,1.0,1.0,134.0,78.0,40.0,0.0,29.0,1.0,144.0
